sentence_id,word_id,word,original_word,position,sentence,length,frequency,log_frequency,difficulty,predictability,logit_predictability,belief_in_next_word_predictability,skip_probability,regression_probability,total_occurrences
150,13,18251829,(1825-1829),13,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",8,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,0.0,0.0,0.0,3
150,14,president,President,14,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",9,140.67,2.1482014874585116,0.8047089556855899,0.0005586797684352828,-4.294180079374261,0.974113903089537,1.0,0.0,3
150,15,of,of,15,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",2,11577.24,4.063605036452092,0.6305813603225371,0.2665663119049798,-1.1638454106267562,1.0,0.0,0.0,3
150,16,the,the,16,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",3,29449.180000000004,4.469073206544746,0.5937206175868412,2.2985049789054584,0.5934001896969738,0.9943354805523988,1.0,0.0,3
150,17,united,United,17,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",6,50.27,1.7013088852280756,0.8453355558883567,0.04000253571109409,-2.152000422888267,0.8469481307885977,0.0,0.0,3
150,18,states,States.,18,"John Quincy Adams (July 11, 1767 – February 23, 1848) was the sixth (1825-1829) President of the United States.",6,54.1,1.7331972651065695,0.8424366122630391,0.00030000000000000003,-4.605120183487925,0.9997970371236938,0.0,0.0,3
99,0,in,In,0,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",2,9773.41,3.9900461180481677,0.6372685347228939,0.04143196751840424,-2.134203956152185,0.8780084623736751,1.0,0.3333333333333333,3
99,1,1792,1792,1,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",4,1.0,0.0,1.0,0.00037976708851774043,-4.487219054868991,0.0,0.0,0.0,3
99,2,voters,voters,2,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",6,2.08,0.31806333496276157,0.9710851513670217,0.00030000000000000003,-4.605120183487925,1.0,1.0,0.0,3
99,3,returned,returned,3,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",8,24.76,1.3937506403480804,0.8732953963319927,0.00030000000000000003,-4.605120183487925,0.6454005912163737,0.0,0.0,3
99,4,him,him,4,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,3484.51,3.5421417152151036,0.677987116798627,0.00030000000000000003,-4.605120183487925,0.659104603804223,1.0,0.0,3
99,5,the,the,5,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,29449.180000000004,4.469073206544746,0.5937206175868412,0.05467152219375099,-1.9933163357460566,0.5291768211486665,0.0,0.0,3
99,6,state,state,6,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",5,107.83999999999999,2.032779879191245,0.8152018291644323,0.00041562285764444444,-4.4421030196125,0.20095246746903797,0.3333333333333333,0.3333333333333333,3
99,7,senate,"Senate,",7,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",6,6.489999999999999,0.8122446968003693,0.9261595730181482,0.00030000000000000003,-4.605120183487925,0.25260784914136275,0.0,0.0,3
99,8,but,but,8,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,4417.47,3.6451736088004885,0.6686205810181374,0.004572897363859167,-3.242347552559897,0.9990625389154241,1.0,0.0,3
99,9,later,later,9,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",5,291.94,2.465293603686642,0.7758823996648507,0.0033342286695109834,-3.4005070854538317,0.5753473380156189,0.0,0.0,3
99,10,that,that,10,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",4,14111.31,4.149567332631941,0.6227666061243691,0.0038553442877978803,-3.3278106569881434,0.5043685730687852,1.0,0.0,3
99,11,year,year,11,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",4,277.92,2.4439198011030236,0.7778254726269979,0.00056995105554953,-4.284191177606602,0.9930079379714742,0.0,0.0,3
99,12,he,he,12,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",2,7637.2,3.882934163885178,0.6470059851013474,0.0015574640918538862,-3.781394680860641,0.865528717370999,1.0,0.0,3
99,13,was,was,13,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,5654.73,3.75241187322089,0.65887164788901,0.00924048343198997,-2.8898442246410228,1.0,0.0,0.0,3
99,14,appointed,appointed,14,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",9,5.29,0.7234556720351858,0.9342313025422558,0.0025563578515741293,-3.533465776931294,0.9877827899495569,1.0,0.0,3
99,15,to,to,15,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",2,22677.84,4.355601686871926,0.6040362102843704,0.05074085602772461,-2.0312889276312536,0.9192072931848038,0.0,0.0,3
99,16,the,the,16,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,29449.180000000004,4.469073206544746,0.5937206175868412,1.258782839321156,-0.1622195663820648,0.8233455129732091,1.0,0.0,3
99,17,united,United,17,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",6,50.27,1.7013088852280756,0.8453355558883567,0.01740213856618992,-2.5719784302716655,0.8039113738932188,0.0,0.0,3
99,18,states,States,18,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",6,54.1,1.7331972651065695,0.8424366122630391,2.568548694865934,0.891970827133424,0.9942915161353146,1.0,0.0,3
99,19,house,House,19,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",5,514.0,2.710963118995276,0.7535488073640658,0.00030000000000000003,-4.605120183487925,0.5746814836170945,0.0,0.0,3
99,20,of,of,20,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",2,11577.24,4.063605036452092,0.6305813603225371,0.10657290554354931,-1.6506838071696066,0.9009292203087823,1.0,0.0,3
99,21,representatives,Representatives,21,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",15,2.14,0.33041377334919086,0.9699623842409827,0.7815894280677502,-0.5216083426165147,0.990953757266913,0.0,0.0,3
99,22,after,after,22,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",5,682.59,2.834159921539117,0.7423490980418985,0.00030000000000000003,-4.605120183487925,1.0,1.0,0.0,3
99,23,the,the,23,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",3,29449.180000000004,4.469073206544746,0.5937206175868412,0.4126931186863394,-0.9178342684079275,0.5108104192169343,0.0,0.0,3
99,24,resignation,resignation,24,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",11,3.75,0.5740312677277188,0.9478153392974801,0.00030000000000000003,-4.605120183487925,0.468076584343119,0.3333333333333333,0.3333333333333333,3
99,25,of,of,25,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",2,11577.24,4.063605036452092,0.6305813603225371,2.8976937273826655,1.6718497230886962,0.9521896343779552,0.6666666666666666,0.0,3
99,26,joshua,Joshua,26,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",6,5.45,0.7363965022766424,0.9330548634293961,0.00030000000000000003,-4.605120183487925,0.7813252601894921,0.0,1.0,3
99,27,seney,Seney.,27,"In 1792 voters returned him the state Senate, but later that year he was appointed to the United States House of Representatives after the resignation of Joshua Seney.",5,1.0,0.0,1.0,0.00030000000000000003,-4.605120183487925,1.0,0.0,0.0,3
194,0,prescott,Prescott,0,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",8,1.0,0.0,1.0,0.0004,-4.605120183487925,0.2703792241140529,1.0,1.0,4
194,1,sheldon,Sheldon,1,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",7,1.0,0.0,1.0,0.0004,-4.605120183487925,0.0,0.0,0.0,4
194,2,bush,Bush,2,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,14.12,1.1498346967157849,0.8954695730258377,0.0004,-4.605120183487925,1.0,1.0,1.0,4
194,3,may,(May,3,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",3,511.37,2.7087352461450998,0.7537513412595364,0.0004,-4.605120183487925,0.0,0.0,0.0,4
194,4,15,"15,",4,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",2,1.0,0.0,1.0,0.0004,-4.605120183487925,1.0,1.0,0.25,4
194,5,1895,"1895,",5,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.1353130647134785,0.0,0.0,4
194,6,columbus,"Columbus,",6,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",8,4.96,0.6954816764901974,0.9367743930463457,0.0004,-4.605120183487925,0.6436784410330569,1.0,0.25,4
194,7,ohio,Ohio,7,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,8.71,0.9400181550076633,0.9145438040902124,0.0004,-4.605120183487925,0.8965877778798294,0.0,1.0,4
194,8,–,–,8,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",1,1.0,0.0,1.0,0.0004,-4.605120183487925,0.0,0.0,0.0,4
194,9,october,October,9,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",7,9.92,0.9965116721541787,0.9094080298041656,0.0004,-4.605120183487925,1.0,1.0,0.75,4
194,10,8,"8,",10,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",1,1.0,0.0,1.0,0.0004,-4.605120183487925,0.0,0.0,0.0,4
194,11,1972,"1972,",11,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.09399537638246334,0.5,0.0,4
194,12,new,New,12,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",3,723.78,2.859606578206217,0.7400357656176166,0.002409450194733236,-3.707024254774888,0.5565904542106942,0.5,0.0,4
194,13,york,York,13,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,138.61,2.141794563523657,0.8052914033160312,0.17621974563572987,-1.5386315183334538,0.9999541618016445,0.5,0.0,4
194,14,city,City),14,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",4,169.1,2.2281436075977417,0.7974414902183871,0.0004,-4.605120183487925,0.9417736671068021,0.5,0.0,4
194,15,was,was,15,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",3,5654.73,3.75241187322089,0.65887164788901,0.023092097095325025,-2.5743847228018275,0.6981742073264576,0.25,0.0,4
194,16,a,a,16,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",1,20415.27,4.309955128012859,0.6081858974533765,0.15560132110392924,-1.6035376886059747,0.8025419157999917,0.25,1.0,4
194,17,us,U.S.,17,"Prescott Sheldon Bush (May 15, 1895, Columbus, Ohio – October 8, 1972, New York City) was a U.S.",2,1695.65,3.2293362142207522,0.7064239805253862,0.0004,-4.605120183487925,0.0,0.0,0.0,4
26,0,rosemary,Rosemary,0,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",8,4.94,0.693726948923647,0.9369339137342139,0.0004,-4.605120183487925,0.0,1.0,1.0,4
26,1,clooney,Clooney,1,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",7,1.0,0.0,1.0,0.0004,-4.605120183487925,0.6617739117931982,0.0,0.0,4
26,2,was,was,2,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,5654.73,3.75241187322089,0.65887164788901,0.023092097095325025,-2.5743847228018275,0.5375762299405937,1.0,1.0,4
26,3,married,married,3,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",7,238.49,2.377470173582134,0.7838663478561696,0.0028389194407930124,-3.624958078542801,0.9282668028300723,0.0,0.0,4
26,4,three,three,4,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,542.24,2.734191551493303,0.751437131682427,0.0004,-4.605120183487925,0.38633310518450203,1.0,0.75,4
26,5,times,"times,",5,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,220.02,2.3424621603442466,0.7870488945141594,0.0004,-4.605120183487925,0.9918805667990874,0.0,0.0,4
26,6,twice,twice,6,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,62.57,1.7963661549775214,0.8366939859111344,0.00044142598987479136,-4.555842091928839,1.0,1.0,0.0,4
26,7,to,to,7,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",2,22677.84,4.355601686871926,0.6040362102843704,0.11400948687203974,-1.764425762765824,0.8355338276199679,0.0,0.0,4
26,8,josé,José,8,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.7171585522173196,1.0,0.0,4
26,9,ferrer,Ferrer,9,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",6,0.14,-0.8538719643217619,1.0776247240292511,0.0004,-4.605120183487925,0.0,0.0,0.0,4
26,10,from,(from,10,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,2039.06,3.309430005221756,0.6991427267980221,0.0004,-4.605120183487925,0.0,0.0,0.0,4
26,11,1953,1953,11,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.07858698254212013,0.25,0.25,4
26,12,until,until,12,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,302.47,2.480682306325487,0.774483426697683,0.0004,-4.605120183487925,1.0,0.75,0.0,4
26,13,1961,1961,13,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.15649199842331266,0.0,0.0,4
26,14,and,and,14,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,13387.84,4.126710513400982,0.6248444987817289,0.15824364246140488,-1.5947745197955931,0.8039076412653617,1.0,0.0,4
26,15,then,then,15,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1489.53,3.17304925458245,0.7115409768561409,0.002509601467275107,-3.6866490401390744,0.44354445179988244,0.0,0.0,4
26,16,again,again,16,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,792.71,2.899114336832766,0.7364441511970212,0.026999855566961824,-2.495722637775004,0.8112037024955746,1.0,0.0,4
26,17,from,from,17,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,2039.06,3.309430005221756,0.6991427267980221,0.000598356556416889,-4.403734247150703,0.9655615069111974,0.0,0.0,4
26,18,1964,1964,18,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.1557308209866964,0.5,0.0,4
26,19,to,to,19,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",2,22677.84,4.355601686871926,0.6040362102843704,0.003180106402056309,-3.568169820650904,0.9905009087295059,0.5,0.0,4
26,20,1967,1967),20,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.2894928543822888,0.25,0.0,4
26,21,by,by,21,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",2,1340.47,3.1272570988259853,0.7157039001067287,0.020728628774537076,-2.6286691158066273,1.0,0.75,0.0,4
26,22,whom,whom,22,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,35.2,1.546542663478131,0.859405212411079,0.0017368897622486127,-3.8707596512827935,0.8331687720486938,0.25,0.0,4
26,23,she,she,23,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,3732.88,3.572044028989929,0.6752687246372792,0.02270723500027059,-2.582836530423378,1.0,0.75,0.0,4
26,24,had,had,24,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,1675.92,3.2242532837526223,0.7068860651133979,1.2858456032730308,-0.3735319449215659,0.9979490203541543,0.25,0.0,4
26,25,five,five,25,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,285.45,2.4555300473427017,0.776769995696118,0.0004,-4.605120183487925,0.8134275157819625,0.75,0.75,4
26,26,children,"children,",26,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",8,175.1,2.243286146083446,0.7960648958105958,0.0004,-4.605120183487925,0.9950891700148429,0.25,0.0,4
26,27,including,including,27,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",9,27.55,1.440121603187804,0.8690798542556541,0.0004,-4.605120183487925,0.7394229060858857,0.75,0.0,4
26,28,actor,actor,28,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",5,26.33,1.420450859106068,0.8708681037176302,0.0004,-4.605120183487925,0.6951400314018955,0.25,0.0,4
26,29,miguel,Miguel,29,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",6,1.0,0.0,1.0,0.0004,-4.605120183487925,0.9728879314295149,0.75,0.0,4
26,30,ferrer,"Ferrer,",30,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",6,0.14,-0.8538719643217619,1.0776247240292511,0.0004,-4.605120183487925,1.0,0.25,0.25,4
26,31,born,born,31,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,83.69,1.9226735678585543,0.8252114938310405,0.0004,-4.605120183487925,1.0,0.75,0.0,4
26,32,in,in,32,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",2,9773.41,3.9900461180481677,0.6372685347228939,0.6632844908294726,-0.8077691136114838,0.9814874337489171,0.25,0.0,4
26,33,1955,"1955,",33,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.18864588133113888,0.5,0.5,4
26,34,and,and,34,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,13387.84,4.126710513400982,0.6248444987817289,0.08202246674360966,-1.933168834917398,0.9355527012671668,0.5,0.5,4
26,35,gabriel,Gabriel,35,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",7,5.71,0.756636108245848,0.9312148992503775,0.0004,-4.605120183487925,1.0,0.5,0.5,4
26,36,ferrer,"Ferrer,",36,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",6,0.14,-0.8538719643217619,1.0776247240292511,0.0004,-4.605120183487925,1.0,0.5,0.0,4
26,37,born,born,37,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,83.69,1.9226735678585543,0.8252114938310405,0.0004,-4.605120183487925,1.0,0.5,0.0,4
26,38,1956,"1956,",38,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",4,1.0,0.0,1.0,0.0004,-4.605120183487925,0.1559907337212832,0.25,0.0,4
26,39,who,who,39,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",3,2222.94,3.3469277406924336,0.6957338417552332,0.005950054488520625,-3.2545803208914896,0.2630300548851241,0.25,0.0,4
