sentence_id,word_id,word,original_word,position,sentence,length,frequency,log_frequency,difficulty,predictability,logit_predictability,skip_probability,regression_probability,total_occurrences
15,32,harbor,"Harbor,",32,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",6,11.02,1.0421815945157662,0.9052562186803849,1.0,-4.605120183487925,1.0,1.0,2
15,33,thomas,Thomas,33,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",6,32.08,1.506234359612126,0.8630696036716249,1.0,-4.5881148015068955,0.0,1.0,2
15,34,and,and,34,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",3,13387.84,4.126710513400982,0.6248444987817289,0.9387152384521511,-1.9097504810240291,0.0,0.0,2
15,35,the,the,35,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",3,29449.18,4.469073206544746,0.5937206175868412,0.4979525360317493,-2.625202926757315,0.0,0.0,2
15,36,magic,Magic,36,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",5,52.69,1.7217281985727881,0.843479254675201,0.7810606678940091,-4.605120183487925,1.0,1.0,2
15,37,railroad,"Railroad,",37,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",8,12.43,1.0944711286416449,0.9005026246689414,0.0,-4.605120183487925,0.0,1.0,2
15,38,along,Along,38,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",5,182.94,2.262308674749024,0.794335575022816,0.0,-3.815326098701623,0.0,1.0,2
15,39,came,Came,39,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",4,463.73,2.666265192538056,0.7576122552238131,0.6790901589854295,-4.605120183487925,0.0,1.0,2
15,40,polly,"Polly,",40,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",5,6.61,0.8202014594856403,0.9254362309558509,1.0,-4.605120183487925,0.0,1.0,2
15,41,the,The,41,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",3,29449.18,4.469073206544746,0.5937206175868412,0.6467186689055386,-2.3127081708906405,0.0,0.0,2
15,42,spongebob,SpongeBob,42,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",9,1.0,0.0,1.0,0.0,-4.605120183487925,0.0,1.0,2
15,43,squarepants,SquarePants,43,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",11,1.0,0.0,1.0,0.0,-4.605120183487925,0.0,1.0,2
15,44,movie,"Movie,",44,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",5,122.96,2.0897638544916886,0.8100214677734828,0.7170480544535125,-4.605120183487925,0.0,0.0,2
15,45,and,and,45,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",3,13387.84,4.126710513400982,0.6248444987817289,0.9764767506511293,-1.933168834917398,0.0,0.0,2
15,46,the,The,46,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",3,29449.18,4.469073206544746,0.5937206175868412,0.3618324279255258,-1.4497307881999433,0.0,0.0,2
15,47,aviator,Aviator.,47,"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",7,0.55,-0.2596373105057561,1.0236033918641596,0.0,-4.605120183487925,0.0,0.0,2
47,0,after,After,0,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,5,682.59,2.8341599215391176,0.7423490980418984,1.0,-3.5183481545315063,1.0,0.0,7
47,1,a,a,1,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,1,20415.27,4.309955128012859,0.6081858974533764,0.6814565182342082,-1.3736433901467549,0.0,0.0,7
47,2,twoday,two-day,2,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,6,1.0,0.0,1.0,0.0,-2.3747627583436874,1.0,1.0,7
47,3,trial,trial,3,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,5,49.37,1.6934631272195309,0.8460488066164062,0.7307051140036878,-4.605120183487926,0.0,0.0,7
47,4,she,she,4,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,3,3732.8800000000006,3.572044028989929,0.6752687246372792,1.0,-4.605120183487926,0.0,0.0,7
47,5,was,was,5,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,3,5654.7300000000005,3.75241187322089,0.6588716478890101,1.0,-1.409285550427153,1.0,0.0,7
47,6,banished,banished,6,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,8,1.9600000000000004,0.29225607135647597,0.9734312662403203,0.39120733003773944,-4.605120183487926,0.0,1.0,7
47,7,as,as,7,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,2,2217.02,3.345769610954118,0.6958391262768985,1.0,-3.827808734248742,0.0,0.0,7
47,8,a,a,8,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,1,20415.27,4.309955128012859,0.6081858974533764,0.576964306067544,-1.0608481269733259,0.0,0.0,7
47,9,heretic,heretic,9,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,7,0.59,-0.2291479883578558,1.0208316353052596,0.0,-4.605120183487926,1.0,1.0,7
47,10,in,in,10,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,2,9773.410000000002,3.9900461180481672,0.637268534722894,0.6547645619852537,-3.2917589476813305,0.0,0.0,7
47,11,1638,1638,11,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,4,1.0,0.0,1.0,0.0,-4.605120183487926,0.0,0.0,7
47,12,and,and,12,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,3,13387.839999999998,4.126710513400982,0.6248444987817289,0.7705332174811838,-3.0937944358659673,1.0,0.0,7
47,13,led,led,13,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,3,24.020000000000003,1.3805730030668872,0.8744933633575557,1.0,-3.784683601434683,0.0,0.0,7
47,14,60,60,14,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,2,1.0,0.0,1.0,0.0,-4.605120183487926,1.0,1.0,7
47,15,followers,followers,15,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,9,2.75,0.43933269383026274,0.9600606641972488,0.8927162293815966,-4.605120183487926,0.0,0.42857142857142855,7
47,16,to,to,16,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,2,22677.84,4.355601686871926,0.6040362102843703,0.8301001706677643,-3.5527715589884226,0.0,0.0,7
47,17,settle,settle,17,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,6,42.02,1.6234560480699334,0.852413086539097,0.6096061030650715,-3.7445736992732885,0.5714285714285714,0.14285714285714285,7
47,18,aquidneck,Aquidneck,18,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,9,1.0,0.0,1.0,0.0,-4.605120183487926,0.14285714285714285,1.0,7
47,19,island,Island,19,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,6,39.57,1.5973660502660276,0.8547849045212701,0.8973896905374905,-4.605120183487926,0.0,0.0,7
47,20,in,in,20,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,2,9773.410000000002,3.9900461180481672,0.637268534722894,0.8154439332379628,-1.4351602022189698,0.0,0.0,7
47,21,what,what,21,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,4,9842.449999999999,3.9931032172362824,0.6369906166148834,0.41003705742500557,-4.605120183487926,1.0,1.0,7
47,22,later,later,22,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,5,291.94,2.4652936036866424,0.7758823996648507,0.5252786042273168,-4.605120183487926,0.0,0.0,7
47,23,became,became,23,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,6,47.75,1.6789733759197654,0.8473660567345667,0.7453190619403411,-2.9171846216942465,0.2857142857142857,0.0,7
47,24,rhode,Rhode,24,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,5,1.0,0.0,1.0,1.0,-4.605120183487926,0.14285714285714285,0.0,7
47,25,island,Island.,25,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,6,39.57,1.5973660502660276,0.8547849045212701,0.9767832081187454,-4.605120183487926,0.0,0.0,7
111,0,he,He,0,He obtained his degree at Edinburgh Medical School.,2,7637.2,3.882934163885178,0.6470059851013474,0.5115119557045094,-3.1108782507603756,1.0,0.0,3
111,1,obtained,obtained,1,He obtained his degree at Edinburgh Medical School.,8,2.41,0.3820170425748684,0.9652711779477392,0.0,-4.605120183487925,0.0,0.0,3
111,2,his,his,2,He obtained his degree at Edinburgh Medical School.,3,2124.78,3.3273139698064678,0.6975169118357756,1.0,-4.515659895102639,1.0,0.0,3
111,3,degree,degree,3,He obtained his degree at Edinburgh Medical School.,6,14.88,1.1726029312098598,0.8933997335263765,0.9834323919350249,-4.352882727798041,0.0,0.0,3
111,4,at,at,4,He obtained his degree at Edinburgh Medical School.,2,3217.1,3.5074645606760466,0.6811395853930865,1.0,-3.045734240267375,1.0,0.0,3
111,5,edinburgh,Edinburgh,5,He obtained his degree at Edinburgh Medical School.,9,1.51,0.1789769472931694,0.9837293684278937,0.8898345535364328,-4.605120183487925,0.0,0.0,3
111,6,medical,Medical,6,He obtained his degree at Edinburgh Medical School.,7,54.39000000000001,1.7355190588151708,0.8422255401077118,0.3449104908419971,-4.339380158370373,1.0,0.0,3
111,7,school,School.,7,He obtained his degree at Edinburgh Medical School.,6,333.12,2.522600707830442,0.7706726629245053,0.9990224422738102,-4.605120183487925,0.0,0.0,3
119,0,king,King,0,"King married Coretta Scott on June 18, 1953.",4,129.25,2.11143055176598,0.8080517680212745,1.0,-4.605120183487925,1.0,1.0,4
119,1,married,married,1,"King married Coretta Scott on June 18, 1953.",7,238.49,2.377470173582134,0.7838663478561696,0.49753843138713116,-4.605120183487925,0.0,0.0,4
119,2,coretta,Coretta,2,"King married Coretta Scott on June 18, 1953.",7,1.0,0.0,1.0,0.3647973365333793,-4.605120183487925,0.0,1.0,4
119,3,scott,Scott,3,"King married Coretta Scott on June 18, 1953.",5,35.71,1.552789850192782,0.8588372863461107,0.6834095960369994,-4.605120183487925,0.0,0.0,4
119,4,on,on,4,"King married Coretta Scott on June 18, 1953.",2,6955.73,3.8423427156846266,0.6506961167559431,0.4297351103869989,-3.8486547431202505,0.0,0.0,4
119,5,june,June,5,"King married Coretta Scott on June 18, 1953.",4,18.86,1.2755416884013095,0.88404166469079,0.5738383929252812,-3.0617411955923353,1.0,0.0,4
119,6,18,"18,",6,"King married Coretta Scott on June 18, 1953.",2,1.0,0.0,1.0,0.45553270227026943,-4.605120183487925,0.0,1.0,4
119,7,1953,1953.,7,"King married Coretta Scott on June 18, 1953.",4,1.0,0.0,1.0,0.1261751000101748,-4.605120183487925,0.0,0.0,4
258,0,he,He,0,He is a member of the Labour Party.,2,7637.2,3.882934163885178,0.6470059851013474,0.5115119557045094,-3.1108782507603756,1.0,0.0,3
258,1,is,is,1,He is a member of the Labour Party.,2,9013.0,3.954869371066478,0.6404664208121383,0.9849527355764155,-2.102883371734589,0.0,0.0,3
258,2,a,a,2,He is a member of the Labour Party.,1,20415.27,4.309955128012859,0.6081858974533765,0.4718684853721223,-0.8790958449204981,1.0,0.3333333333333333,3
258,3,member,member,3,He is a member of the Labour Party.,6,28.78,1.4590907896005865,0.867355382763583,0.5158606224374054,-2.486341357049102,0.0,0.0,3
258,4,of,of,4,He is a member of the Labour Party.,2,11577.24,4.063605036452092,0.6305813603225371,0.9981901165426561,0.925523475814031,0.6666666666666666,0.0,3
258,5,the,the,5,He is a member of the Labour Party.,3,29449.180000000004,4.469073206544746,0.5937206175868412,0.6966597177229762,0.3793737849610981,0.3333333333333333,0.0,3
258,6,labour,Labour,6,He is a member of the Labour Party.,6,3.25,0.5118833609788744,0.9534651490019205,0.5262272297369875,-4.605120183487925,0.6666666666666666,0.0,3
258,7,party,Party.,7,He is a member of the Labour Party.,5,233.14,2.3676167921346756,0.7847621098059386,0.999672832351692,-4.605120183487925,0.0,0.0,3
13,0,alexander,Alexander,0,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",9,9.51,0.978180516937414,0.9110744984602352,0.6810385595881723,-4.605120183487925,1.0,1.0,5
13,1,rae,Rae,1,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,1.0,0.0,1.0,0.0,-4.605120183487925,0.0,1.0,5
13,2,baldwin,Baldwin,2,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",7,1.0,0.0,1.0,1.0,-4.605120183487925,0.0,1.0,5
13,3,iii,III,3,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,0.04,-1.3979400086720375,1.1270854553338217,0.6349819892584345,-4.605120183487925,0.0,0.0,5
13,4,born,(born,4,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,83.69,1.922673567858554,0.8252114938310406,0.0,-4.605120183487925,0.0,0.0,5
13,5,april,April,5,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",5,20.65,1.31492005599242,0.8804618130915982,1.0,-4.605120183487925,1.0,0.0,5
13,6,3,"3,",6,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",1,1.0,0.0,1.0,0.0,-4.605120183487925,0.0,1.0,5
13,7,1958,"1958,",7,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,1.0,0.0,1.0,0.21720335902822757,-4.605120183487925,0.0,1.0,5
13,8,in,in,8,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",2,9773.41,3.9900461180481677,0.6372685347228939,0.8288549435659732,-2.134203956152185,0.0,0.0,5
13,9,massapequa,"Massapequa,",9,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",10,1.0,0.0,1.0,0.899817462639891,-4.605120183487925,0.0,1.0,5
13,10,long,Long,10,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,675.16,2.8294067045093887,0.7427812086809646,0.8305168094681136,-3.923403098986894,0.0,1.0,5
13,11,island,"Island,",11,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",6,39.57,1.5973660502660278,0.8547849045212702,0.9995508048725809,-4.605120183487925,0.0,0.0,5
13,12,new,New,12,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,723.78,2.859606578206217,0.7400357656176166,0.6400102994191936,-3.7070242547748875,0.0,0.0,5
13,13,york,"York,",13,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,138.61,2.141794563523657,0.8052914033160313,0.9999963720121186,-4.605120183487925,1.0,0.0,5
13,14,usa,USA),14,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,3.9799999999999995,0.5998830720736879,0.9454651752660282,0.868131258254061,-4.605120183487925,0.0,0.0,5
13,15,is,is,15,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",2,9013.0,3.9548693710664784,0.6404664208121383,1.0,-2.527004290026266,1.0,0.0,5
13,16,an,an,16,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",2,1864.14,3.270478525477336,0.7026837704111513,0.7238047663817484,-2.2405642977193136,0.0,0.0,5
13,17,american,American,17,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",8,102.22,2.009535876619218,0.8173149203073438,0.9982985446776398,-3.6667817581221884,1.0,0.0,5
13,18,actor,actor,18,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",5,26.329999999999995,1.420450859106068,0.8708681037176301,0.9892167511379901,-4.605120183487925,0.0,0.0,5
13,19,who,who,19,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,2222.94,3.3469277406924336,0.6957338417552332,0.656615536477336,-1.2030272457792879,1.0,0.0,5
13,20,is,is,20,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",2,9013.0,3.9548693710664784,0.6404664208121383,0.9993492405548935,-2.946022166002644,0.0,0.0,5
13,21,the,the,21,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,29449.18,4.469073206544746,0.5937206175868412,1.0,-1.1292478396680548,1.0,0.0,5
13,22,oldest,oldest,22,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",6,9.37,0.9717395908877782,0.9116600371920202,0.929915499499133,-3.3873321184070355,0.0,0.0,5
13,23,and,and,23,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,13387.84,4.126710513400982,0.6248444987817289,0.9126934548364535,-0.24320351496249842,1.0,0.0,5
13,24,best,best,24,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,404.37,2.6067789280323503,0.7630200974516045,0.7224082222233804,-4.605120183487925,0.0,0.0,5
13,25,known,known,25,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",5,123.53,2.0917724414196828,0.8098388689618471,0.9909024403787867,-3.4243258769926834,1.0,0.0,5
13,26,of,of,26,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",2,11577.24,4.063605036452092,0.6305813603225371,0.9889124167073128,-0.86137750111832,0.0,0.0,5
13,27,the,the,27,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,29449.18,4.469073206544746,0.5937206175868412,0.7265098877703688,-0.39430923701231174,1.0,0.0,5
13,28,baldwin,"""Baldwin",28,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",7,1.0,0.0,1.0,0.0,-4.605120183487925,0.0,0.0,5
13,29,brothers,"brothers"",",29,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",8,47.06,1.6726519228400025,0.8479407342872725,0.9973501562284091,-4.605120183487925,1.0,0.0,5
13,30,with,with,30,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",4,5048.33,3.703147736191453,0.663350205800777,0.6235269861365206,-2.532505522132319,0.0,0.0,5
13,31,brothers,brothers,31,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",8,47.06,1.6726519228400025,0.8479407342872725,0.599340812967211,-4.369207237517489,1.0,0.0,5
13,32,daniel,"Daniel,",32,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",6,21.88,1.3400473176613932,0.8781775165762371,0.3651351584778102,-4.605120183487925,0.0,0.8,5
13,33,stephen,Stephen,33,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",7,13.289999999999997,1.123524980942732,0.8978613653688425,0.46991737856181637,-4.605120183487925,0.0,0.6,5
13,34,and,and,34,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",3,13387.84,4.126710513400982,0.6248444987817289,0.9989176356296108,-3.19780671632303,0.0,0.0,5
13,35,william,William.,35,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",7,32.41,1.51067903103221,0.8626655426334354,0.9156746811079286,-4.605120183487925,0.0,0.0,5
287,0,he,He,0,He lost his reelection bid in 1948 to Hubert H. Humphrey.,2,7637.2,3.882934163885178,0.6470059851013474,0.5115119557045094,-3.1108782507603756,1.0,0.0,3
287,1,lost,lost,1,He lost his reelection bid in 1948 to Hubert H. Humphrey.,4,274.0,2.437750562820388,0.7783863124708739,0.6028719590985974,-3.634804565732559,0.0,0.0,3
287,2,his,his,2,He lost his reelection bid in 1948 to Hubert H. Humphrey.,3,2124.78,3.3273139698064678,0.6975169118357756,1.0,-2.413475207375084,1.0,0.0,3
287,3,reelection,reelection,3,He lost his reelection bid in 1948 to Hubert H. Humphrey.,10,0.61,-0.21467016498923297,1.0195154695444757,0.0,-4.605120183487925,0.0,0.0,3
287,4,bid,bid,4,He lost his reelection bid in 1948 to Hubert H. Humphrey.,3,12.589999999999998,1.1000257301078626,0.8999976608992851,0.7249124903319958,-4.605120183487925,1.0,0.0,3
